Macroplot,SampleEventDate,SampleEventTeam,SampleEventComment,MonStatusOrd,MonStatus,LegacyMonStatus,Purpose,LocatedBy,Type,Latitude,Longitude,UTM_X,UTM_Y,UTM_Zone,Datum,PDOP,Precision,DateIn,FutureVisit,DateOut,Elevation,ElevationUnits,Azimuth,Aspect,SlopeHill,SlopeTransect,StartPoint,Directions,Comments,MetaData,UV1,UV2,UV3,UV4,UV5,UV6,UV7,UV8
"NOAT-Racine-KNG-B",7/11/1982 10:56:20 AM,"Chuck Racine","Chuck Racine's original data from 1982.  Vegetation data entered from analysis excel spreadsheet (NOAT_Racine_1981_2005_Spp_cover.xls) and copies of Racine's field notebook.  No raw density counts or height data available. Only available in summarized format.    Active layer depths were collected on 7/30/1982. Depths entered starting with NW quadrat corner, then NE, SW, SE, and Center to match 2013 data entry.    ",3,"PostBurnYear0","PostBurnYear0","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"NOAT-Racine-KNG-B",7/27/2005 4:05:24 PM,"Jennifer Barnes, Chuck Racince, M. Racine, A. Stinchfield, and J. Dennis","Fire Evidence: Charcoal.    Notes;    J. Dennis clipped samples on the south side of the plots, 4 meters parallel to the transect.   Rebar was successfully relocated.    Active layer depths are entered starting with the NW corner, then NE, SW, SE, and Center to match 2013 data entry.",1,"PostBurnYear23","PostBurnYear23","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"NOAT-Racine-KNG-B",6/28/2013 4:43:01 PM,"Jennifer Barnes and Jennifer Northway","Kungiakrok Burned plot was burned in 2012 Uvgoon Creek #1/Kungiakrok Fires (which burned together) and in 1982 OTZ NE 65 Fire.    Fire Evidence: Burned Plants    Cover/Frequency Protocol (2013 Visit):  DM - Sphagnum is entered as DM, Dead (D)  DM - PLSC/HYSP/AULA is entered as DM, Not Assessed (X)  ERVA - Seedlings are entered as ERVA4, Not Assessed (X)  This info is also entered in the ""Comments"" Field.",5,"PostBurn2XYear1","PostBurn2XYear1","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"NOAT-Racine-KNG-B",7/29/2017 3:23:31 PM,"Jennifer Barnes, Jennifer Hrobak, David Swanson","Fire Evidence: Burned Plants    NOTES:Tussocks are very large and robust. Incised from the 2012 fire. Soils fine grained, overbank silt deposit from Noatak River.",6,"PostBurn2XYear5","PostBurn2XYear5","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"NOAT-Racine-KNG-U",,"","",,"","","Pre- and Post- Fire Effects (PPF)","Trimble 2005 GeoXH with Tornada external antenna","Control",67.957845371,-161.895023955,,,"","NAD83 ",,0.6,7/11/1982,,,310,"feet",260,0,0,0,"Above listed coordinates or for 0M end of plot.    Coordinates for 10M end:  67.957824499  x  -161.895251821    Coordinated collected in 2013.  ","Plot is located 40m north of burned plot (KNG-B).    0m transect end marked with wooden lathe (burned in 2012 fire but still standing) and has an aluminum tag with plot info.  10m transect end is marked with 1' welding rod. Pink magnets are burried at both ends with pink flagging above the surface.","Plot Layout:    *Plot is based on 10m x 1m belt transect (0m and 10m ends marked with Trimble GPS).  Transect runs East (0M) to West (10M) and 1m x 1m quadrats are read on the North (right) side of the transect.    Vegetation Cover:    *FFI Cover/Frequency (Metric) (Racine - Vegetation Cover/Density/Height - 1m x 1m Quadrat) recorded in ten 1m x 1m Quadrats along 10m transect.    Active Layer Depth:  *FFI Soils (Racine - Active Layer Depths). Active layer depths collected in NW, NE, SW, and SE corner of each 1m x 1m quadrat along with the quadrat center (5 pts per quadrat).   *Entered in FFI as NW = 1.1m, NE = 1.2m, SW = 1.3m, SE = 1.4m, Center = 1.5m for Quadrat 1. Continue with Quadrat 2 as 2.1m – 2.5m, Quadrat 3 as 3.1m – 3.5m, and so forth for each quadrat along the transect.    Burn Severity:  *FFI Burn Severity (Metric) (Racine - Burn Severity) codes estimated for each 1m x 1m quadrat.    CBI:  *FFI CBI (FFI – Burn Severity – Composite Burn Index (AK Version)) recorded for 20-m diameter circular area for non-forested plots and 30-m diameter circular area for forested plots.    Disturbance History:  *FFI Disturbance History (Site Description) record of known or estimated disturbance history events and event timing.  ","Unit:  MACROPLOT,   Mode:	Project Management  Specific Location:“User Variables” Tab	  UV Fields: 			  UV1	Park Unit (e.g. YUCH, DENA, WRST)  UV2	Pre-Fire Viereck Class Code   UV3	Fire Year (year of most recent fire occurrence) or Treatment Year   UV4	Fire Name and/or Number.    UV5 Plot Marked: (yes, no, or unknown)   UV6	Marker Type: (Wooden Stake, Rebar, etc.)  ______________________________________________________________________________  Unit:  SAMPLING EVENT   Mode:  Project management  Specific Location:	Properties Tab  Datasheet Location:  AKRO General Site Information Datasheet.    UV Fields:    UV1 	Viereck Vegetation Class Current Year   UV2 	“Fire Evidence” “Old Fire Evidence” “No Fire Evidence”  UV3 	 Soil Moisture: “Wet” or “Moist” or “Dry”  ______________________________________________________________________________  Unit:  COVER/FREQUENCY (METRIC) PROTOCOL  Mode:  Data Entry and Edit  Datasheet Location:  Vegetatioin Cover/Density/Height - 1M x 1M Quadrats    UV1: Density Counts (Shrubs and Tussocks)  UV2:  UV3:  ______________________________________________________________________________    Unit: CBI  Mode: Data Entry and Edit  Datasheet Location:  FFI – Burn Severity – Composite Burn Index (AK Version)  Comments (Header Field): General Plot Comments, pre-fire duff depth and depth consumed, dNBR value, estimated burn severity (Low, Moderate, or High), etc.  Substrates Databox:  Comments: CBI_1 = moss/lichen consumption. Medium fuels include tussocks.	   UV1     % Pre-fire Tussock Cover  UV2     % Pre-fire Moss/Lichen Cover   _____________________________________________________________________________  Unit: DISTURBANCE HISTORY  Mode: Data Entry and Edit  Datasheet Location:  AKRO General Site Information Datasheet.  UV1	CBI value (total plot CBI value)  UV2	Fire Name if known  UV3	% of plot affected by change agent  Comments: If exact disturbance date is not known or event is ongoing then explain in comments field  _______________________________________________________________________________    Unit: POST-BURN SEVERITY (METRIC) PROTOCOL  Mode:Data Entry and Edit  Datasheet Location: AKRO Active Layer/Duff Consumption    UV Fields:   			  UV1	Pre-fire: Burn Pin above surface (cm) (A)	  UV2	Post-fire: Burn Pin Exposed (cm) (B)  UV3	Burn Depth cm (B-A)  Comments: Duff consumed (cm)   _______________________________________________________________________________    Unit:  SOILS PROTOCOL  Mode: Data Entry and Edit  Datasheet Location:  AKRO Active Layer/Soils   UV1	""Tussock"" or ""Intertussock""	  UV2	  UV3  ","NOAT","2C2A Open Low Mixed Shrub-Sedge Tussock Tundra","2012","Uvgoon Creek #1, G0P0","Plot Marked: Yes","Marker Type: Wooden Lathe, Welding Rod, Magnets","",""
"NOAT-Racine-KNG-U",7/11/1982 11:20:53 AM,"Chuck Racine","Chuck Racine's original data from 1982.  Data entered from analysis excel spreadsheet (NOAT_Racine_1981_2005_Spp_cover.xls) and copies of Racine's field notebook.  No raw density counts or height data available. Only available in summarized format.    Active layer depths were collected on 7/30/1982.  Depths entered starting with NW quadrat corner, then NE, SW, SE, and Center to match 2013 data entry.",4,"UnBurnYear0","UnBurnYear0","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"NOAT-Racine-KNG-U",7/27/2005 9:49:53 AM,"Jennifer Barnes, Chuck Racine, M. Racine, A. Stinchfield, and J. Dennis  ","Unburned in1982. There were no plot markers in place. Plot is 40 meters north of the burn plot. Plot is read from east to west. Quadrats are 1 M x 1 M and read along the north side of the transect. Marked the 0M end with 4' long 1x2"" wooden post. 10 M end marked with 1' welding rod.    Active layer depths are entered starting with the NW corner, then NE, SW, SE, and Center to match 2013 data entry.",2,"UnBurnYear23","UnBurnYear23","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"NOAT-Racine-KNG-U",6/28/2013 11:17:03 AM,"Jennifer Barnes and Jennifer Northway","Kungiakrok Unburned plot was burned in 2012 Uvgoon Creek #1/Kungiakrok Fires (which burned together). The plot area has moderate to high burn severity. Most tussocks have resprouted but shrub (birch and labrador tea) branches were consumed. Establishment of calamagrastis appears to be from rhizomes, not seedlings. BENA and LEPAD are resprouting in some places. Seedlings of Epilobium in some places. Consumption deep in places. Two moose observed walking past.    Fire Evidence: Burned Plants, Charcoal    Cover/Frequency Protocol (2013 Visit):  DM - Sphagnum is entered as DM, Dead (D)  DM - PLSC/HYSP/AULA is entered as DM, Not Assessed (X)  ERVA - Seedlings are entered as ERVA4, Not Assessed (X)  This info is also entered in the ""Comments"" Field.",0,"PostBurnYear1","PostBurnYear1","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"NOAT-Racine-KNG-U",7/29/2017 4:46:50 PM,"Jennifer Barnes, Jennifer Hrobak, David Swanson","Fire Evidence: Burned Plants, Charcoal    NOTES: Site appears more shrubby that KNG-B. Also more Calamagrostis inexpansa and more dead ERVA basal area exposed. ERVA on KNG-B appear more full.  Read on right of transect.",7,"PostBurnYear5","PostBurnYear5","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"NOAT-Racine-KUG-B",,"","",,"","","Pre- and Post- Fire Effects (PPF)","Trimble Geo 7X (H-Star)","Burn",67.986494,-161.961773,,,"","NAD83",,0.3,7/13/1982,,,359,"feet",120,180,2,2,"Coordinates listed above are for 0M end. Coordinates collected in 2017.    Coordinates for 10m end:  67.986461  x   -161.961554  (error = 0.3m)  Coordinates for 60m end: 67.986299  x -161.960440  (error = 0.32","Declination Used: 17 deg East    0M, 10M and 60M ends marked with Welding Rod and Sub-surface Magnet. 0M end also marked with Wooden Stake.","Plot Layout:    *Plot is based on 60m x 1m  belt transect (60m x 1m for trees only, 10m x 1m for vegetation). Transect runs from west (0m) to east (60m) and 1m x 1m quadrats are read on the left side of the transect.    Vegetation Cover:    *FFI Cover/Frequency (Metric) (Racine - Vegetation Cover/Density/Height - 1m x 1m Quadrat) recorded in ten 1m x 1m quadrats along 10m transect.     Active Layer Depth:  *FFI Soils (Racine - Active Layer Depths). Active layer depths collected in NW, NE, SW, and SE corner of each 1m x 1m quadrat along with the quadrat center (5 pts per quadrat).   *Entered in FFI as NW = 1.1m, NE = 1.2m, SW = 1.3m, SE = 1.4m, Center = 1.5m for Quadrat 1. Continue with Quadrat 2 as 2.1m – 2.5m, Quadrat 3 as 3.1m – 3.5m, and so forth for each quadrat along the transect.    Tree Measurements:  *FFI Trees- Individuals (Metric) (Racine – Tree Density and Measurements) data recorded within 60m x 1m belt on the left-hand side of transect.      Burn Severity:  *FFI Burn Severity (Metric) (Racine - Burn Severity) codes estimated for each 1m x 1m quadrat.    CBI:  *FFI CBI (FFI – Burn Severity – Composite Burn Index (AK Version)) recorded for 20-m diameter circular area for non-forested plots and 30-m diameter circular area for forested plots.    Disturbance History:  *FFI Disturbance History (Site Description) record of known or estimated disturbance history events and event timing.    ","UNIT:  MACROPLOT  Mode: Project Management  Specific Location: “User Variables” Tab	  UV1	Park UNIT (e.g., YUCH, DENA, WRST)  UV2	Pre-Fire Viereck Class Code   UV3	Fire Year (year of most recent fire occurrence) or Treatment Year   UV4	Fire Name and/or Number.    UV5 	Plot Marked:  (Yes, No or Unknown)  UV6	Marker Type: (Wooden Stake, Rebar, etc.)    UNIT: SAMPLING EVENT  Mode: Project management  Specific Location: Properties Tab  Datasheet Location:  Site Description Datasheet  UV1 	Viereck Vegetation Class - Current Year   UV2 	“Fire Evidence”, “Old Fire Evidence”, or “No Fire Evidence”  UV3 	 Soil Moisture: “Wet”, “Moist”, or “Dry”    Unit:  COVER/FREQUENCY (METRIC) PROTOCOL  Mode:  Data Entry and Edit  Datasheet Location:  Vegetation Cover/Density/Height - 1M x 1M Quadrats    UV1     Density Counts (Shrubs and Tussocks)  UV2  UV3    Unit:  SOILS PROTOCOL  Mode: Data Entry and Edit  Datasheet Location:  AKRO Active Layer/Soils   UV1	""Tussock"" or ""Intertussock""	  UV2	  UV3    UNIT: TREES – INDIVIDUALS (METRIC)  Mode: Data Entry and Edit  Datasheet Location: Tree Density and Measurements Datasheet  UV1	Tree location in relation to transect, meters value  UV2	Additional comments on tree damage    UNIT:	POST-BURN SEVERITY (METRIC)   Mode: Data Entry and Edit  Datasheet Location:  Burn Severity  UV1	Pre-fire: Burn Pin above surface (cm) (A)	  UV2	Post-fire: Burn Pin Exposed (cm) (B)  UV3	Burn Depth cm (B-A)  Comments: Duff consumed (cm)    UNIT: CBI  Mode: Data Entry and Edit  Datasheet Location:  FFI – Burn Severity – Composite Burn Index (AK Version)  Comments (Header Field): General Plot Comments, pre-fire duff depth and depth consumed, dNBR value, estimated burn severity (Low, Moderate, or High), etc.  Substrates Databox:  Comments: CBI_1 = moss/lichen consumption. Medium fuels include tussocks.	   UV1	% Pre-fire Tussock Cover  UV2     % Pre-fire Moss/Lichen Cover    UNIT:	DISTURBANCE HISTORY  Mode: Data Entry and Edit  Datasheet Location: General Site Information Datasheet  UV1	CBI value (total plot CBI value)  UV2	Fire Name and Number (if known)  UV3	% of plot affected by change agent  Comments: If exact disturbance date is not known or event is ongoing then explain in comments field.  ","NOAT","2C2A Open Low Mixed Shrub-Sedge Tussock Tundra","1984","WTK N 60 Fire","Plot Marked: Yes","Marker Type: Wooden Stake, Welding Rod, Magnet","",""
"NOAT-Racine-KUG-B",7/13/1982 4:38:56 PM,"Chuck Racine","1982 vegetatation cover data entered from analysis spreadsheets (NOAT_Racine_1981_2005_Spp_cover.xls).     Shrub Height and Thaw depeth data are not entered in FFI because we could not locate raw data (only summarized data). ",12,"PostBurnYear10","PostBurnYear10","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"NOAT-Racine-KUG-B",7/29/2005 12:55:21 PM,"Jennifer Allen, Chuck Racine, Marilyn Racine, Andrew Stinchfield","Fire Evidence: Charcoal, Burned plants    First 10m of 60m transect were sampled with 1m x 1m quadrats placed on the left side of the line.The whole 60m x 1m belt was sampled for spruce seedlings. Tree Measurements - Individual protocol: Basal diameter is entered in DBH field for all trees & seedlings.    NOTES:  Transect starts in CABI5 and ERVA with BENA and some SAPU (which appears to be dying out). There is a fair amount of EPAN and Calamagrostis still present. Fire evidence under tussocks and on sides of tussocks.     Photos from west end of KUG-B transect (7/29/2005):  1550: Shots of Chuck and Marilyn. 4-5 photos from transect end. Panarama. 1 photo looking at hills to the north.  1715: 2 Photo repeats of earth watch guys standing on edge of forest. 1 photo with Andrew in pose.   ",11,"PostBurn2XYear21","PostBurn2XYear21","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"NOAT-Racine-KUG-B",7/30/2017 10:08:08 AM,"Jennifer Barnes, Jennifer Hrobak, David Swanson","Fire Evidence: Charcoal    1m x 1m Quadrats placed on the left side of the transect from 0m to 10m.   Tree density belt 1m x 60m on left side of the transsect.  Duff depths measured off 0m and 10m transect ends.    NOTES: Repeat photos taken to the south and east of the transect. Could not locate standing dead trees on the ground. Did best to line up photos.",8,"PostBurn2XYear33","PostBurn2XYear33","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"NOAT-Racine-NOAT1",,"","",,"","","Wildland Fire Effects (WF)","Trimble Geo 7X (H-Star)","Burn",67.96902,-161.840681,,,"","NAD83",,0.5,7/29/1981,,,317,"feet",307,0,0,0,"Coordinates listed above are for Transect A (NE Corner) - 0M end. Coordinates collected in 2017.    Transect A (NW Corner) - 35M end: 67.969186  x  -161.841394  (error = 0.3m)  Transect B (SE Corner) - 0M end:  67.968932  x  -161.840841  (error = 0.4m)  Transect B (SW Corner) - 35M end: 67.969096  x  -161.841553  (error = 0.4m)  ","Declination Used: 17 deg East    Plot Markers: All plot corners are marked with a wooden stake. Trans A (NE Corner) 0m end is also marked with rebar. Trans B (SW Corner) 35m end is also marked with a sub-surface pink magnet.  ","Plot Layout:    *Plot is based on 35m x 12m  belt transect. Transects A (right side) and B (left side) run from the SE (0m) to NW (35m) with five 1m x 1m quadrats along a grid on each side. Quadrat placement is detailed in field notes and 2017 sampling protocol.    Vegetation Cover:    *FFI Cover/Frequency (Metric) (Racine - Vegetation Cover/Density/Height - 1m x 1m Quadrat) recorded in ten 1m x 1m Quadrats within 35m x 12m belt transect.   *Quadrats A1-A5 are entered in FFI as Quadrats 1-5. Quadrats B1-B5 are entered in FFI as Quadrats 6-10.    Active Layer Depth:  *FFI Soils (Racine - Active Layer Depths). Active layer depths collected in NW, NE, SW, and SE corner of each 1m x 1m quadrat along with the quadrat center (5 pts per quadrat).   *Entered in FFI as NW = 1.1m, NE = 1.2m, SW = 1.3m, SE = 1.4m, Center = 1.5m for Quadrat 1. Continue with Quadrat 2 as 2.1m – 2.5m, Quadrat 3 as 3.1m – 3.5m, and so forth for each quadrat along the transect.    Burn Severity:  *FFI Burn Severity (Metric) (Racine - Burn Severity) codes estimated for each 1m x 1m quadrat.    CBI:  *FFI CBI (FFI – Burn Severity – Composite Burn Index (AK Version)) recorded for 20-m diameter circular area for non-forested plots and 30-m diameter circular area for forested plots.    Disturbance History:  *FFI Disturbance History (Site Description) record of known or estimated disturbance history events and event timing.","UNIT:  MACROPLOT  Mode: Project Management  Specific Location: “User Variables” Tab	  UV1	Park UNIT (e.g., YUCH, DENA, WRST)  UV2	Pre-Fire Viereck Class Code   UV3	Fire Year (year of most recent fire occurrence) or Treatment Year   UV4	Fire Name and/or Number.    UV5 	Plot Marked:  (Yes, No or Unknown)  UV6	Marker Type: (Wooden Stake, Rebar, etc.)    UNIT: SAMPLING EVENT  Mode: Project management  Specific Location: Properties Tab  Datasheet Location:  Site Description Datasheet  UV1 	Viereck Vegetation Class - Current Year   UV2 	“Fire Evidence”, “Old Fire Evidence”, or “No Fire Evidence”  UV3 	 Soil Moisture: “Wet”, “Moist”, or “Dry”    Unit:  COVER/FREQUENCY (METRIC) PROTOCOL  Mode:  Data Entry and Edit  Datasheet Location:  Vegetation Cover/Density/Height - 1M x 1M Quadrats    UV1     Density Counts (Shrubs and Tussocks)  UV2  UV3    Unit:  SOILS PROTOCOL  Mode: Data Entry and Edit  Datasheet Location:  AKRO Active Layer/Soils   UV1	""Tussock"" or ""Intertussock""	  UV2	  UV3      UNIT:	POST-BURN SEVERITY (METRIC)   Mode: Data Entry and Edit  Datasheet Location:  Burn Severity  UV1	Pre-fire: Burn Pin above surface (cm) (A)	  UV2	Post-fire: Burn Pin Exposed (cm) (B)  UV3	Burn Depth cm (B-A)  Comments: Duff consumed (cm)    UNIT: CBI  Mode: Data Entry and Edit  Datasheet Location:  FFI – Burn Severity – Composite Burn Index (AK Version)  Comments (Header Field): General Plot Comments, pre-fire duff depth and depth consumed, dNBR value, estimated burn severity (Low, Moderate, or High), etc.  Substrates Databox:  Comments: CBI_1 = moss/lichen consumption. Medium fuels include tussocks.	   UV1	% Pre-fire Tussock Cover  UV2     % Pre-fire Moss/Lichen Cover    UNIT:	DISTURBANCE HISTORY  Mode: Data Entry and Edit  Datasheet Location: General Site Information Datasheet  UV1	CBI value (total plot CBI value)  UV2	Fire Name and Number (if known)  UV3	% of plot affected by change agent  Comments: If exact disturbance date is not known or event is ongoing then explain in comments field.  ","NOAT","2C2F Open Low Shrub Birch-Willow Shrub","1977","Loop Fire","Plot Marked: Yes","Marker Type: Wood Stake, Rebar, Sub-surface Magnet","",""
"NOAT-Racine-NOAT1",7/29/1981 10:07:53 AM,"Chuck Racine","NOAT1-3 plots were visited in 1981 and in 1982.  Vegetation cover data from 1981 is entered in FFI (from spreadsheet ""NOAT_Racine_1981_2005_Spp_cover.xls"") .  Vegetation heights were only collected in 1982 and are not in FFI. Thaw depths are also not included in FFI because the raw data could not be located. Summarized data is available for both vegetation heights and thaw depths.  ",16,"PostBurnYear4","PostBurnYear4","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"NOAT-Racine-NOAT1",7/25/2005 8:55:54 AM,"Jennifer Allen, Chuck Racine, Marilyn Racine, John Denis, Andrew Stinchfield","Fire evidence was minimal.    This site had some of the original quadrat pegs remaining. The corner rebar and a couple of the spruce poles were still remaining. Photos were taken along the outside of the macro plot to 28-m. Photos are short of the 35m length because it was setup wrong the first day. When plot data was collected the full plot area was included. ",1,"PostBurnYear23","PostBurnYear23","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"NOAT-Racine-NOAT1",7/26/2017 1:01:31 PM,"J. Barnes, J. Hrobak, D. Swanson","Old Fire Evidence    Plot Dimensions: 12m x 35m with two transects (A & B). 10 subplots within are 5m x 4m. One 1m x 1m quadrat is nested in each subplot.  See D. Swanson field notebook copies/scans for detailed description of quadrat layout.  Photos were taken of Trans A, Trans B, Center Trans, each quadrat, and duff depth samples.  Duff depths collected 1-2 m from 12 x 35m plot corner (ANE, BSE, BSW, ANW).    NOTES:  Salix glauca has some dieback with dead branches. Some still appear to  have evidence of burn or some other mechanism but sparsely vegetated with dense layer of lichen or fungi. Possible old sphagnum that died out. All of the soil/duff pits reveal sand in mineral soil. Plot is more shrubby that adjacent wetter sites. Ice wedge likely with sandy soils allowed for better drainage. Charcoal layer evident in 2 of 4 duff pitts, approximately 6-7 cm from the surface. ",9,"PostBurnYear40","PostBurnYear40","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"NOAT-Racine-NOAT2",,"","",,"","","Wildland Fire Effects (WF)","Trimble Geo 7X (H-Star)","Burn",67.967804,-161.840276,,,"","NAD83",,0.3,7/29/1981,,,315,"feet",315,0,0,0,"Coordinates listed above are for Transect A (NE Corner) - 0M end. Coordinates collected in 2017.    Transect A (NW Corner) - 35M end: 67.967999  x  -161.840933  (errror = 0.4m)  Transect B (SE Corner) - 0M end: 67.967715   x    -161.840421  (error = 0.3m)   Transect B (SW Corner) - 35M end: 67.967906  x  -161.841083  (error = 0.5m)    ","Declination Used: 17 deg East    Plot Markers: All plot corners are marked with a wooden stake. Trans B (SE Corner) 0m end is also marked with rebar. Trans A (NW Corner) 35m end is also marked with a sub-surface pink magnet.","Plot Layout:    *Plot is based on 35m x 12m belt transect. Transects A (right side) and B (left side) run from the SE (0m) to NW (35m) with five 1m x 1m quadrats along a grid on each side. Quadrat placement is detailed in field notes and 2017 sampling protocol.    Vegetation Cover:    *FFI Cover/Frequency (Metric) (Racine - Vegetation Cover/Density/Height - 1m x 1m Quadrat) recorded in ten 1m x 1m quadrats within 35m x 12m belt transect.   *Quadrats A1-A5 are entered in FFI as Quadrats 1-5. Quadrats B1-B5 are entered in FFI as Quadrats 6-10.    Active Layer Depth:  *FFI Soils (Racine - Active Layer Depths). Active layer depths collected in NW, NE, SW, and SE corner of each 1m x 1m quadrat along with the quadrat center (5 pts per quadrat).   *Entered in FFI as NW = 1.1m, NE = 1.2m, SW = 1.3m, SE = 1.4m, Center = 1.5m for Quadrat 1. Continue with quadrat 2 as 2.1m – 2.5m, Quadrat 3 as 3.1m – 3.5m, and so forth for each quadrat along the transect.    Burn Severity:  *FFI Burn Severity (Metric) (Racine - Burn Severity) codes estimated for each 1m x 1m quadrat.    CBI:  *FFI CBI (FFI – Burn Severity – Composite Burn Index (AK Version)) recorded for 20-m diameter circular area for non-forested plots and 30-m diameter circular area for forested plots.    Disturbance History:  *FFI Disturbance History (Site Description) record of known or estimated disturbance history events and event timing.","UNIT:  MACROPLOT  Mode: Project Management  Specific Location: “User Variables” Tab	  UV1	Park UNIT (e.g., YUCH, DENA, WRST)  UV2	Pre-Fire Viereck Class Code   UV3	Fire Year (year of most recent fire occurrence) or Treatment Year   UV4	Fire Name and/or Number.    UV5 	Plot Marked:  (Yes, No or Unknown)  UV6	Marker Type: (Wooden Stake, Rebar, etc.)    UNIT: SAMPLING EVENT  Mode: Project management  Specific Location: Properties Tab  Datasheet Location:  Site Description Datasheet  UV1 	Viereck Vegetation Class - Current Year   UV2 	“Fire Evidence”, “Old Fire Evidence”, or “No Fire Evidence”  UV3 	 Soil Moisture: “Wet”, “Moist”, or “Dry”    Unit:  COVER/FREQUENCY (METRIC) PROTOCOL  Mode:  Data Entry and Edit  Datasheet Location:  Vegetation Cover/Density/Height - 1M x 1M Quadrats    UV1     Density Counts (Shrubs and Tussocks)  UV2  UV3    Unit:  SOILS PROTOCOL  Mode: Data Entry and Edit  Datasheet Location:  AKRO Active Layer/Soils   UV1	""Tussock"" or ""Intertussock""	  UV2	  UV3    UNIT:	POST-BURN SEVERITY (METRIC)   Mode: Data Entry and Edit  Datasheet Location:  Burn Severity  UV1	Pre-fire: Burn Pin above surface (cm) (A)	  UV2	Post-fire: Burn Pin Exposed (cm) (B)  UV3	Burn Depth cm (B-A)  Comments: Duff consumed (cm)    UNIT: CBI  Mode: Data Entry and Edit  Datasheet Location:  FFI – Burn Severity – Composite Burn Index (AK Version)  Comments (Header Field): General Plot Comments, pre-fire duff depth and depth consumed, dNBR value, estimated burn severity (Low, Moderate, or High), etc.  Substrates Databox:  Comments: CBI_1 = moss/lichen consumption. Medium fuels include tussocks.	   UV1	% Pre-fire Tussock Cover  UV2     % Pre-fire Moss/Lichen Cover    UNIT:	DISTURBANCE HISTORY  Mode: Data Entry and Edit  Datasheet Location: General Site Information Datasheet  UV1	CBI value (total plot CBI value)  UV2	Fire Name and Number (if known)  UV3	% of plot affected by change agent  Comments: If exact disturbance date is not known or event is ongoing then explain in comments field.  ","NOAT","2C2F Open Low Shrub Birch-Willow Shrub","1977","Loop Fire","Plot Marked: Yes","Marker Type: Wood Stake, Rebar, Sub-surface Magnet","",""
"NOAT-Racine-NOAT2",7/29/1981 2:37:14 PM,"Chuck Racine","NOAT1-3 plots were visited in 1981 and in 1982.  Vegetation cover data from 1981 is entered in FFI (from spreadsheet ""NOAT_Racine_1981_2005_Spp_cover.xls"") .  Vegetation heights were only collected in 1982 and are not in FFI. Thaw depths are also not included in FFI because the raw data could not be located. Summarized data is available for both vegetation heights and thaw depths.",16,"PostBurnYear4","PostBurnYear4","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"NOAT-Racine-NOAT2",7/24/2005 11:00:27 AM,"Jennifer Allen, Chuck Racine, Marilyn Racine, John Denis, Andrew Stinchfield","Fire was mixed severity according to Racine notes. ",1,"PostBurnYear23","PostBurnYear23","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"NOAT-Racine-NOAT2",7/27/2017 3:34:30 PM,"Jennifer Barnes, Jennifer Hrobak, David Swanson","Old Fire Evidence: Charcoal    Plot Dimensions: 12m x 35m with two transects (A & B). 10 subplots within are 5m x 4m. One 1m x 1m quadrat is nested in each subplot.  See D. Swanson field notebook copies/scans for detailed description of quadrat layout.  Photos were taken of Trans A, Trans B, Center Trans, each quadrat, and duff depth samples.  Duff depths collected 1-2 m from 12 x 35m plot corner (ANE, BSE, BSW, ANW).    NOTES: Repeat photos were taken of ""Facing SE, Site 2"" Racine photo (1141-1142) and ""Site 2, Unbend"" Racine photo (1323-1327). Transects A & B were mislabelled on datasheet & photos in 2005. Corrected on 2017 datasheets.  Die back or topkill evident on shrubs.    Active Layer Depths: Site has uplifting ice wedges, noted as ""Upland"" in UV1 in the SOILS protocol. ""Lowland"" is noted as areas in the pan. Site has tussocks but not in the pans (lower areas surrounded by ice wedges). Feels like pushing through sand with the permafrost probe in the low pans. Soils likely structured (from top to bottom) with organic peat, sand, coarse gravel, then permafrost. pH neutral site.    Duff Depths: Duff pits had very dense organic material with water saturated the lower duff layer. Some duff plugs show evidence of 2 fires with 2 layers of burned plant material. ",9,"PostBurnYear40","PostBurnYear40","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
