MacroPlot Name,Date,Index,Transect,Quadrat,Status,SizeCl,AgeCl,Count,Height,SubFrac,Comment,UV1,UV2,UV3,NumTran,NumQuadTran,QuadLen,QuadWid,Area,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species Symbol,Visited,
LACL-CUR-C06,6/23/2015 4:55:39 PM,-2147483647,1,7,X,,,0,,1,,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-C06,6/23/2015 4:55:39 PM,-2147483646,1,14,L,SE,I,1,,1,,,,,,,,,,,,,,,,BEPA,,
LACL-CUR-C06,6/23/2015 4:55:39 PM,-2147483645,1,21,L,SE,I,4,,1,,,,,,,,,,,,,,,,BEPA,,
LACL-CUR-C06,6/23/2015 4:55:39 PM,-2147483644,1,28,X,,,0,,1,,,,,,,,,,,,,,,,UNKN_100,,
A288-00-1359,7/18/2005 9:31:36 AM,,,,,,,,,,,,,,1,3,1,1,1,,,,,,,,True,
A288-00-1359,7/18/2005 9:31:36 AM,1,1,3,L,,M,2,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
A288-00-1359,7/18/2005 9:31:36 AM,2,1,15,L,,M,1,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
A288-00-1359,7/18/2005 9:31:36 AM,3,1,27,L,,I,1,,1,,,, TreeSeedling,,,,,,,,,,,,BEPA,,
DENA-A303-A6,7/12/2007 11:26:57 AM,,,,,,,,,,,,,,1,3,2,1,2,,,,,,,,True,
DENA-A303-A6,7/12/2007 11:26:57 AM,-2147483648,1,3,L,SE,I,2,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A303-A6,7/12/2007 11:26:57 AM,-2147483647,1,15,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A303-A6,7/12/2007 11:26:57 AM,-2147483646,1,27,L,SE,I,1,,1,,,,,,,,,,,,,,,,PIMA,,
A303-00-1372,7/19/2005 12:54:42 PM,,,,,,,,,,,,,,1,3,1,1,1,,,,,,,,True,
A303-00-1372,7/19/2005 12:54:42 PM,1,1,15,L,,I,2,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
A303-00-1372,7/19/2005 12:54:42 PM,2,1,3,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
A303-00-1372,7/19/2005 12:54:42 PM,3,1,27,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A303-A2,7/12/2007 2:41:09 PM,,,,,,,,,,,,,,1,3,2,1,2,,,,,,,,True,
DENA-A303-A2,7/12/2007 2:41:09 PM,-2147483648,1,3,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-A303-A2,7/12/2007 2:41:09 PM,-2147483647,1,15,L,SE,I,1,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A303-A2,7/12/2007 2:41:09 PM,-2147483646,1,27,L,SE,I,12,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A303-A2,7/12/2007 2:41:09 PM,-2147483645,1,27,L,SE,I,2,,1,,,,,,,,,,,,,,,,BEPA,,
DENA-B288-YY1,7/13/2007 11:13:43 AM,,,,,,,,,,,,,,1,3,2,1,2,,,,,,,,True,
DENA-B288-YY1,7/13/2007 11:13:43 AM,-2147483648,1,3,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-B288-YY1,7/13/2007 11:13:43 AM,-2147483647,1,15,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-B288-YY1,7/13/2007 11:13:43 AM,-2147483646,1,27,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-TLS-31,6/27/2022 1:48:28 PM,,,,,,,,,,,,,,1,3,0,0,3.14,M. behrens; T. Schaub; R. Brand,M. Behrens,Quadrat Radius (if Circular Plot)(m),,,,,True,
DENA-TLS-31,6/27/2022 1:48:28 PM,-2147483648,1,4,L,,M,4,,1,,1,,,,,,,,,,,,,,PIGL,,
DENA-TLS-31,6/27/2022 1:48:28 PM,-2147483647,1,8,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-TLS-31,6/27/2022 1:48:28 PM,-2147483646,1,12,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-E03,6/18/2014 11:18:32 AM,,,,,,,,,,,,,,1,3,0,0,3.14,J. Barnes; L. Ernst; B. West,J. Northway,,,,,,True,
LACL-CUR-E03,6/18/2014 11:18:32 AM,-2147483648,1,3,L,SE,M,2,,1,,,,,,,,,,,,,,,,PIMA,,
LACL-CUR-E03,6/18/2014 11:18:32 AM,-2147483647,1,14,L,SE,M,2,,1,,,,,,,,,,,,,,,,PIMA,,
LACL-CUR-E03,6/18/2014 11:18:32 AM,-2147483646,1,27,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
A223-86-235,7/8/2005 8:35:19 AM,,,,,,,,,,,,,,1,3,1,1,1,,,,,,,,True,
A223-86-235,7/8/2005 8:35:19 AM,1,1,3,X,,X,0,,1,no seedlings,,, TreeSeedling,,,,,,,,,,,,UNKN_100,,
A223-86-235,7/8/2005 8:35:19 AM,2,1,15,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
A223-86-235,7/8/2005 8:35:19 AM,3,1,27,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-B288-Z8,7/11/2007 4:09:10 PM,,,,,,,,,,,,,,1,3,2,1,2,,,,,,,,True,
DENA-B288-Z8,7/11/2007 4:09:10 PM,-2147483648,1,3,L,SE,I,2,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-B288-Z8,7/11/2007 4:09:10 PM,-2147483647,1,15,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-B288-Z8,7/11/2007 4:09:10 PM,-2147483646,1,27,X,X,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-C04,6/19/2014 2:09:49 PM,,,,,,,,,,,,,,1,3,0,0,3.14,J. Barnes; L. Ernst; B. West,J. Northway,,,,,,True,
LACL-CUR-C04,6/19/2014 2:09:49 PM,-2147483648,1,3,L,SE,M,11,,1,,,,,,,,,,,,,,,,PIMA,,
LACL-CUR-C04,6/19/2014 2:09:49 PM,-2147483647,1,14,X,,,0,,1,No seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-C04,6/19/2014 2:09:49 PM,-2147483646,1,27,X,,,0,,1,No seedlings,,,,,,,,,,,,,,,UNKN_100,,
A148-90-297,7/8/2005 3:22:02 PM,,,,,,,,,,,,,,1,3,1,1,1,,,,,,,,True,
A148-90-297,7/8/2005 3:22:02 PM,1,1,3,X,,X,0,,1,no seedlings,,, TreeSeedling,,,,,,,,,,,,UNKN_100,,
A148-90-297,7/8/2005 3:22:02 PM,2,1,15,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
A148-90-297,7/8/2005 3:22:02 PM,3,1,27,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
B288-01-1098,7/7/2005 8:19:51 AM,,,,,,,,,,,,,,1,3,1,1,1,,,,,,,,True,
B288-01-1098,7/7/2005 8:19:51 AM,1,1,3,X,,X,0,,1,no seedlings,,, TreeSeedling,,,,,,,,,,,,UNKN_100,,
B288-01-1098,7/7/2005 8:19:51 AM,2,1,15,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
B288-01-1098,7/7/2005 8:19:51 AM,3,1,27,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-HQ-TX-14,6/22/2021 3:05:05 PM,,,,,,,,,,,,,,1,3,0,0,3.14,J Hrobak; M Neuser; K Cowan,J OConnor,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-HQ-TX-14,6/22/2021 3:05:05 PM,-2147483648,1,4,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HQ-TX-14,6/22/2021 3:05:05 PM,-2147483647,1,8,L,SE,M,1,,1,,1,,,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-14,6/22/2021 3:05:05 PM,-2147483646,1,12,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HQ-TX-14,6/28/2023 1:00:58 PM,,,,,,,,,,,,,,1,3,0,0,3.14,,,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-HZF-Z3-08,7/21/2009 4:02:29 PM,,,,,,,,,,,,,,1,3,0,0,3.14,J Mitchell; C Campanelli; R Wilson; M Llanes; B McCreary; C Reynar,J OConnor,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-HZF-Z3-08,7/21/2009 4:02:29 PM,-2147483648,1,4,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-Z3-08,7/21/2009 4:02:29 PM,-2147483647,1,8,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-Z3-08,7/21/2009 4:02:29 PM,-2147483646,1,12,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-Z3-08,8/12/2021 7:22:50 PM,,,,,,,,,,,,,,1,3,0,0,3.14,J OConnor; R Nessle,J OConnor,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-HZF-Z3-08,8/12/2021 7:22:50 PM,-2147483648,1,4,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-Z3-08,8/12/2021 7:22:50 PM,-2147483647,1,8,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-Z3-08,8/12/2021 7:22:50 PM,-2147483646,1,12,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-BVL-18,8/6/2014 4:35:36 PM,,,,,,,,,,,,,,1,4,2,1,2,J. Northway; J. Thatcher,J. Northway,,,,,,True,
DENA-BVL-18,8/6/2014 4:35:36 PM,-2147483648,1,1,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-BVL-18,8/6/2014 4:35:36 PM,-2147483647,1,2,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-BVL-18,8/6/2014 4:35:36 PM,-2147483646,1,3,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-BVL-18,8/6/2014 4:35:36 PM,-2147483645,1,4,L,SE,M,1,,1,,,,,,,,,,,,,,,,LALA,,
A303-00-1385,7/19/2005 2:14:11 PM,,,,,,,,,,,,,,1,3,1,1,1,,,,,,,,True,
A303-00-1385,7/19/2005 2:14:11 PM,1,1,15,L,,R,3,,1,,,, TreeSeedling,,,,,,,,,,,,POTR5,,
A303-00-1385,7/19/2005 2:14:11 PM,2,1,3,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
A303-00-1385,7/19/2005 2:14:11 PM,3,1,27,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-11,7/29/2014 12:02:37 PM,,,,,,,,,,,,,,1,4,2,2,4,J. Barnes; J. Nichols,J. Northway,,,,,,True,
DENA-WIG-11,7/29/2014 12:02:37 PM,-2147483648,1,4,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-11,7/29/2014 12:02:37 PM,-2147483647,1,11,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-11,7/29/2014 12:02:37 PM,-2147483646,1,6,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-11,7/29/2014 12:02:37 PM,-2147483645,1,13,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-C05,6/19/2014 8:56:44 AM,,,,,,,,,,,,,,1,3,0,0,3.14,J. Barnes; L. Ernst; B. West,J. Northway,,,,,,True,
LACL-CUR-C05,6/19/2014 8:56:44 AM,-2147483648,1,3,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-C05,6/19/2014 8:56:44 AM,-2147483647,1,14,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-C05,6/19/2014 8:56:44 AM,-2147483646,1,27,L,SE,I,1,,1,,,,,,,,,,,,,,,,PIMA,,
LACL-CUR-C05,6/19/2014 8:56:44 AM,-2147483645,1,27,L,SE,M,1,,1,,,,,,,,,,,,,,,,PIMA,,
LACL-CUR-C05,6/23/2015 3:52:46 PM,,,,,,,,,,,,,,1,5,2,2,4,J.Barnes; A. Miller; L. Ernst; W. Kamp; M. Dutton,J. Hrobak,,,,,,True,
LACL-CUR-C05,6/23/2015 3:52:46 PM,-2147483648,1,0,L,SE,I,4,,1,,,,,,,,,,,,,,,,BEPA,,
LACL-CUR-C05,6/23/2015 3:52:46 PM,-2147483647,1,7,X,,,0,,1,,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-C05,6/23/2015 3:52:46 PM,-2147483646,1,14,X,,,0,,1,,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-C05,6/23/2015 3:52:46 PM,-2147483645,1,21,L,SE,M,1,,1,,,,,,,,,,,,,,,,PIGL,,
LACL-CUR-C05,6/23/2015 3:52:46 PM,-2147483644,1,28,X,,,0,,1,,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-04,7/30/2014 3:28:25 PM,,,,,,,,,,,,,,1,4,2,2,4,J. Barnes; K. Mitchell,J. Northway,,,,,,True,
DENA-WIG-04,7/30/2014 3:28:25 PM,-2147483648,1,4,X,,,0,,1,no Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-04,7/30/2014 3:28:25 PM,-2147483647,1,11,X,,,0,,1,no Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-04,7/30/2014 3:28:25 PM,-2147483646,1,6,L,SE,I,2,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-WIG-04,7/30/2014 3:28:25 PM,-2147483645,1,13,X,SE,,0,,1,no Seedlings,,,,,,,,,,,,,,,UNKN_100,,
A185-86-123,7/13/2005 12:31:48 PM,,,,,,,,,,,,,,1,3,1,1,1,,,,,,,,True,
A185-86-123,7/13/2005 12:31:48 PM,1,1,3,X,,X,0,,1,no seedlings,,, TreeSeedling,,,,,,,,,,,,UNKN_100,,
A185-86-123,7/13/2005 12:31:48 PM,2,1,15,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
A185-86-123,7/13/2005 12:31:48 PM,3,1,27,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
A185-86-123,7/19/2006 10:33:25 AM,,,,,,,,,,,,,,1,3,1,1,1,,,,,,,,True,
A185-86-123,7/19/2006 10:33:25 AM,1,1,3,X,,X,0,,1,no seedlings,,, TreeSeedling,,,,,,,,,,,,UNKN_100,,
A185-86-123,7/19/2006 10:33:25 AM,2,1,15,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
A185-86-123,7/19/2006 10:33:25 AM,3,1,27,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
A185-86-123,7/26/2011 3:35:14 PM,,,,,,,,,,,,,,1,3,1,1,1,,,,,,,,True,
A185-86-123,7/26/2011 3:35:14 PM,-2147483648,1,3,X,X,,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
A185-86-123,7/26/2011 3:35:14 PM,-2147483647,1,15,X,X,,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
A185-86-123,7/26/2011 3:35:14 PM,-2147483646,1,27,X,X,,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
B664-91-483,7/18/2005 1:41:18 PM,,,,,,,,,,,,,,1,3,1,1,1,,,,,,,,True,
B664-91-483,7/18/2005 1:41:18 PM,1,1,27,L,,I,1,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
B664-91-483,7/18/2005 1:41:18 PM,2,1,3,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
B664-91-483,7/18/2005 1:41:18 PM,3,1,15,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-Z3-29,7/24/2009 5:09:31 PM,,,,,,,,,,,,,,1,3,0,0,3.14,R Wilson; M Llanes; C Campanelli; H Bradshaw,J OConnor,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-HZF-Z3-29,7/24/2009 5:09:31 PM,-2147483648,1,4,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-Z3-29,7/24/2009 5:09:31 PM,-2147483647,1,8,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-Z3-29,7/24/2009 5:09:31 PM,-2147483646,1,12,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-Z3-29,7/14/2021 7:21:49 PM,,,,,,,,,,,,,,1,3,0,0,3.14,K Cowan,J OConnor,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-HZF-Z3-29,7/14/2021 7:21:49 PM,-2147483648,1,4,L,SE,I,6,,1,,1,,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-29,7/14/2021 7:21:49 PM,-2147483647,1,4,L,SE,M,2,,1,,1,,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-29,7/14/2021 7:21:49 PM,-2147483646,1,8,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-Z3-29,7/14/2021 7:21:49 PM,-2147483645,1,12,L,SE,M,1,,1,,1,,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-29,7/14/2021 7:21:49 PM,-2147483644,1,12,L,SE,M,2,,1,,1,,,,,,,,,,,,,,POTR5,,
DENA-HQ-TX-22,6/21/2021 5:41:10 PM,,,,,,,,,,,,,,1,3,0,0,3.14,J Barnes; K Gates; J OConnor,J OConnor,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-HQ-TX-22,6/21/2021 5:41:10 PM,-2147483648,1,4,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HQ-TX-22,6/21/2021 5:41:10 PM,-2147483647,1,8,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HQ-TX-22,6/21/2021 5:41:10 PM,-2147483646,1,12,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-H04,6/17/2014 1:37:35 PM,,,,,,,,,,,,,,1,3,0,0,3.14,J. Northway; E. Groth; L. Ernst,J. Northway,,,,,,True,
LACL-CUR-H04,6/17/2014 1:37:35 PM,-2147483648,1,3,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-H04,6/17/2014 1:37:35 PM,-2147483647,1,14,L,SE,X,2,,1,Unburned,,,,,,,,,,,,,,,PIMA,,
LACL-CUR-H04,6/17/2014 1:37:35 PM,-2147483646,1,27,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-H04,6/24/2015 9:37:04 AM,,,,,,,,,,,,,,1,5,2,2,4,J.Barnes; A. Miller; L. Ernst; W. Kamp; M. Dutton,J. Hrobak,,,,,,True,
LACL-CUR-H04,6/24/2015 9:37:04 AM,-2147483648,1,0,X,,,0,,1,,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-H04,6/24/2015 9:37:04 AM,-2147483647,1,7,L,SE,I,1,,1,,,,,,,,,,,,,,,,PIMA,,
LACL-CUR-H04,6/24/2015 9:37:04 AM,-2147483646,1,7,L,SE,I,3,,1,,,,,,,,,,,,,,,,BEPA,,
LACL-CUR-H04,6/24/2015 9:37:04 AM,-2147483645,1,14,X,,,0,,1,,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-H04,6/24/2015 9:37:04 AM,-2147483644,1,21,X,,,0,,1,,,,,,,,,,,,,,,,UNKN_100,,
LACL-CUR-H04,6/24/2015 9:37:04 AM,-2147483643,1,28,X,,,0,,1,,,,,,,,,,,,,,,,UNKN_100,,
B664-91-470,7/18/2005 11:34:06 AM,,,,,,,,,,,,,,1,3,1,1,1,,,,,,,,True,
B664-91-470,7/18/2005 11:34:06 AM,1,1,3,L,,I,2,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
B664-91-470,7/18/2005 11:34:06 AM,2,1,15,L,,I,1,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
B664-91-470,7/18/2005 11:34:06 AM,3,1,27,X,,X,0,,1,no seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-19,7/31/2014 4:50:41 PM,,,,,,,,,,,,,,1,4,2,2,4,J. Northway; K. Mitchell,J. Northway,,,,,,True,
DENA-WIG-19,7/31/2014 4:50:41 PM,-2147483648,1,4,L,SE,R,13,,1,,,,,,,,,,,,,,,,BEPA,,
DENA-WIG-19,7/31/2014 4:50:41 PM,-2147483647,1,11,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-19,7/31/2014 4:50:41 PM,-2147483646,1,6,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-19,7/31/2014 4:50:41 PM,-2147483645,1,13,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-Z3-30RL,7/25/2009 4:46:09 PM,,,,,,,,,,,,,,1,3,0,0,3.14,J Mitchell; R Wilson; M Llanes; C Campanelli; B McCreary; H Bradshaw,J OConnor,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-HZF-Z3-30RL,7/25/2009 4:46:09 PM,-2147483648,1,4,L,SE,I,1,,1,,1,,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-30RL,7/25/2009 4:46:09 PM,-2147483647,1,4,L,SE,M,1,,1,,1,,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-30RL,7/25/2009 4:46:09 PM,-2147483646,1,8,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-Z3-30RL,7/25/2009 4:46:09 PM,-2147483645,1,12,L,SE,I,1,,1,,1,,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-30RL,8/11/2021 7:04:07 PM,,,,,,,,,,,,,,1,3,0,0,3.14,J OConnor; R Nessle,J OConnor,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-HZF-Z3-30RL,8/11/2021 7:04:07 PM,-2147483648,1,4,L,SE,M,1,,1,,1,,,,,,,,,,,,,,PIMA,,
DENA-HZF-Z3-30RL,8/11/2021 7:04:07 PM,-2147483647,1,8,L,SE,M,1,,1,,1,,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-30RL,8/11/2021 7:04:07 PM,-2147483646,1,12,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HQ-TX-28,6/24/2021 5:48:31 PM,,,,,,,,,,,,,,1,3,0,0,3.14,J Barnes; J Hrobak; M Neuser,J OConnor,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-HQ-TX-28,6/24/2021 5:48:31 PM,-2147483648,1,4,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HQ-TX-28,6/24/2021 5:48:31 PM,-2147483647,1,8,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HQ-TX-28,6/24/2021 5:48:31 PM,-2147483646,1,12,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HQ-TX-28,6/27/2023 2:49:21 PM,,,,,,,,,,,,,,1,3,0,0,3.14,,,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-B288-Z9,7/11/2007 8:24:54 AM,,,,,,,,,,,,,,1,3,2,1,2,,,,,,,,True,
DENA-B288-Z9,7/11/2007 8:24:54 AM,-2147483648,1,3,L,SE,I,3,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-B288-Z9,7/11/2007 8:24:54 AM,-2147483647,1,15,L,SE,I,5,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-B288-Z9,7/11/2007 8:24:54 AM,-2147483646,1,15,L,SE,I,3,,1,,,,,,,,,,,,,,,,LALA,,
DENA-B288-Z9,7/11/2007 8:24:54 AM,-2147483645,1,27,L,SE,I,1,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-B288-Z9,7/11/2007 8:24:54 AM,-2147483644,1,27,L,SE,I,1,,1,,,,,,,,,,,,,,,,LALA,,
DENA-B288-X7,7/13/2007 10:25:36 AM,,,,,,,,,,,,,,1,3,2,1,2,,,,,,,,True,
DENA-B288-X7,7/13/2007 10:25:36 AM,-2147483648,1,3,L,SE,I,4,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-B288-X7,7/13/2007 10:25:36 AM,-2147483647,1,15,L,SE,I,3,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-B288-X7,7/13/2007 10:25:36 AM,-2147483646,1,27,L,SE,I,2,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-WIG-13,7/29/2014 10:26:27 AM,,,,,,,,,,,,,,1,4,2,2,4,J. Barnes; J. Nichols,J. Northway,,,,,,True,
DENA-WIG-13,7/29/2014 10:26:27 AM,-2147483648,1,4,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-13,7/29/2014 10:26:27 AM,-2147483647,1,11,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-13,7/29/2014 10:26:27 AM,-2147483646,1,6,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-WIG-13,7/29/2014 10:26:27 AM,-2147483645,1,13,X,,,0,,1,No Seedlings,,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-C-15,7/24/2009 5:40:43 PM,,,,,,,,,,,,,,1,3,0,0,3.14,J Mitchell; M Llanes; C Campanelli; H Bradshaw; R Wilson,J OConnor,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-HZF-C-15,7/24/2009 5:40:43 PM,-2147483648,1,4,L,SE,I,2,,1,,1,,,,,,,,,,,,,,PIGL,,
DENA-HZF-C-15,7/24/2009 5:40:43 PM,-2147483647,1,8,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-C-15,7/24/2009 5:40:43 PM,-2147483646,1,12,,,,0,,1,No Seedlings,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-C-15,7/15/2021 3:49:50 PM,,,,,,,,,,,,,,1,3,0,0,3.14,K. Cowan; V. Belser,J. Hrobak,Quadrat Radius (if Circular Plot) (m),,,,,True,
DENA-HZF-C-15,7/15/2021 3:49:50 PM,-2147483648,1,4,,,,0,,1,No Seedlings.,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-C-15,7/15/2021 3:49:50 PM,-2147483647,1,8,,,,0,,1,No Seedlings.,1,,,,,,,,,,,,,,UNKN_100,,
DENA-HZF-C-15,7/15/2021 3:49:50 PM,-2147483646,1,12,L,SE,M,2,,1,,1,,,,,,,,,,,,,,PIGL,,
B664-91-479,7/18/2005 10:39:17 AM,,,,,,,,,,,,,,1,3,1,1,1,,,,,,,,True,
B664-91-479,7/18/2005 10:39:17 AM,1,1,27,L,,M,2,,1,,,, TreeSeedling,,,,,,,,,,,,PIMA,,
